gNa,gCaS,gCaT,gKa,gKCa,gKd,gH,gleak
3509.583016537299,98.34657006497437,14.351969009186865,1514.8780246500216,849.2120753600375,257.9814934058665,0.8795445888865209,0.04500235262383227
4714.845901663542,93.13708708123211,51.654334797597755,1812.819961244713,1653.3280934262539,1098.2555857839386,0.9196415919807504,0.060457084740237296
1832.1172879067024,62.11045374160601,11.250222651040156,1002.6732333055679,1295.771046455177,336.14048899218886,0.6255303288493198,0.02349270208172618
4382.60849373676,177.13449299083177,19.11817387086079,2756.7096767115786,1983.897934849559,478.61732978999055,1.5058318691984558,0.056196902001747526
1827.7106621060311,15.606473362452865,23.079534955324252,417.1796090906287,167.93824150279227,424.83530831568333,0.15179697772452896,0.02343619721284898
4756.777378136719,100.99807086916226,19.89335784707759,1489.206255516092,2681.2678883164654,716.7334255846254,0.6993113719608323,0.06099475975216667
4308.891222102432,69.5199694354585,53.980452200496806,1520.3099221986702,730.2900530105583,904.1420490933685,0.7636428423641473,0.0552516470706281
3256.7587414303766,36.96509909394473,19.161466432229474,547.8431387515853,452.3527300053571,826.5534715255633,0.1615586310015667,0.04176046117216568
4509.547334420532,154.28687313775404,48.74282292659478,2866.7596844551963,480.58413105893993,312.26085297323925,1.7572051273786986,0.057824601487183214
5434.281344034518,271.21283270759756,70.86022799278642,4941.890441255727,626.702822876812,972.2022456006099,2.977802460152902,0.06968219419486567
5033.159949589425,203.05031099966882,38.099811287054195,3336.146279902932,1089.3243929053315,1268.5207440347958,1.9188548473523976,0.06453873232126918
2140.2077889678653,69.94341319317819,4.967022709880186,1003.8621634835115,1133.2990164415642,386.3511713176366,0.6162840335172382,0.027443256122897487
5381.022433268868,133.70867646478362,10.045873105697831,1844.0881586726482,1803.186968160292,486.35191043953597,0.9194578027571074,0.06899927081868586
3074.396869738773,142.3439512549028,23.383872430678128,2344.6891828737694,1504.917393455382,746.1159550373205,1.448970455946678,0.03942208843206031
2553.723136956757,30.322052622180443,25.437203472258947,639.4648024500764,1891.6943570310198,385.98244025596574,0.26292236531440943,0.032745642023979095
2562.9128743652545,81.83570654955972,24.689928371117684,1445.5363193599521,1864.9725324593462,566.9769043705876,0.8685507237609786,0.032863479328704155
4553.26445254363,162.00192474382192,38.8193351507149,2782.7552538449163,1499.2173148169745,703.5035492393348,1.5678988861597647,0.05838517325773346
4094.7404949147863,115.72205983677578,53.091048522555184,2331.6435574282054,808.4527548966129,375.3649550351645,1.3686831760245817,0.05250565516955688
3207.960451148553,60.7861465394,39.56145181670914,1253.6852701781186,1178.095192479982,817.5592361790901,0.6658491563229523,0.041134735022832575
3351.027921021284,98.45463220113457,11.691045324342088,1449.4631385543114,2385.2289638742436,588.6226436400385,0.8119250971049385,0.04296924718506788
3681.3728798734205,124.75222554360994,33.10066857454403,2179.69434921118,1392.1273592553196,579.8995522130177,1.2869636108367153,0.0472051636046877
3162.0732381929115,81.57347796713367,39.66474812817992,1628.8368009573342,126.95157214161006,539.968739579829,0.9703063821718328,0.04054633676337436
1887.366510797657,98.93127103042465,18.0268929817424,1700.3979788647337,535.2055246479464,355.4097790575929,1.1504461958489445,0.024201146645942407
2606.4283866512746,67.48825050134487,8.790005649549347,994.6618840967518,439.00130189425585,304.53284048238623,0.5704080701082896,0.033421465966796085
2221.190357820127,102.03115156149333,31.146902948637784,1934.9609906016606,1311.3836598273635,247.09538305026805,1.2456772139052315,0.02848167182718505
3343.7261001547254,124.30325574240761,32.68007367329878,2209.245384526228,2079.5114010495677,397.0641942309623,1.288070684166778,0.04287561807987659
3253.9597812513757,47.9313589035431,37.98333236056454,1058.6044415808005,2595.8157441845988,422.4443535443777,0.5004836710577786,0.041724570927552024
5268.653620147652,51.45676746624396,20.83436071941405,678.0456882788355,565.1487629637612,560.0660277995653,0.1010678535501709,0.0675583985189926
4830.889708767212,218.89600813333826,50.93093466348035,3802.6797115186037,2356.397033901137,939.1938594979413,1.7669102984426115,0.06194508040880645
4241.007073582002,163.00527644737338,45.50856157323378,2907.5619037663814,2974.3689009144864,710.8420280644184,1.4345393660782981,0.05438118856462042
1672.1556108965015,59.32221075663608,16.52941176477881,1071.7114594202699,308.5796761610218,150.0889168929827,0.6845192125066164,0.021441560461427617
2444.0084471274067,49.42878043759297,4.5830825943421765,622.9374468923623,1281.119985728778,539.6880571490135,0.3030851669314495,0.031338802768019196
3705.693639212868,66.83192977473897,39.94786868730765,1369.9351713266421,607.2495230371525,345.48821306786135,0.7145994926115937,0.04751702156123579
2393.7904157449216,124.74616800143872,11.896914483416193,2000.1938840671778,1742.4483738364547,175.82167984245345,1.2803504960069456,0.03069487169538168
1951.1398843681848,65.70982691903721,5.695073202552977,966.939636383311,487.04952769374233,336.7878255610295,0.6052547538218165,0.02501889389167187
5189.795707719569,89.29610383114661,61.307014689065866,1886.3115032350054,3922.7677394693524,800.6981225376361,0.8174794303678419,0.06654722666024306
4061.953825487332,61.54546975057653,35.07969434177566,1172.9315028711458,547.5874399408501,417.33465117533024,0.5469333984231332,0.05208524133350205
3368.9587382335267,104.9632527748708,42.05634205087663,2012.1463914812543,301.70327674054926,702.9637739927911,1.2433371454093822,0.04319916878977606
4930.801758615478,225.2190685272126,48.22255631279616,3893.2974112173497,1500.2690307449238,784.7602938504475,2.0884071037633674,0.06322622329029833
1673.0001534298494,45.28253400598401,15.548519551653248,831.8362927102934,1015.0419241588825,109.57628999031357,0.49555199715067344,0.021452389782378987
3086.6149205595666,101.2582025720687,23.651143233528888,1742.750167830765,1086.0047596248448,213.54934930115985,1.0572311670932426,0.03957875691057254
4868.83728354985,83.57233484193743,29.23045111847127,1290.4844826947171,996.7342546706396,1215.4268002253434,0.5901633027157183,0.06243167101901302
2260.1508913093335,94.85611129093313,17.89042742709807,1614.6978614212394,1571.1750965978274,220.49803106637341,1.026728078001731,0.028981251309486
3340.033311964356,38.73612108802354,24.19793675214396,701.7262598065594,2327.284638253797,320.8549285023745,0.2501324452377768,0.04282826654109689
2931.1419265365193,78.45854700739126,15.36267494860935,1216.4237408693705,861.8377771749289,595.923993029028,0.7038300318916588,0.03758517235436183
3816.174687911832,63.26779665071573,45.317591808453535,1319.0664355011172,1405.2538197375084,951.8598862514372,0.6555991093996214,0.04893368761198134
2042.8590712766127,28.424044037698785,11.189841387043545,426.5694762180347,1297.1804704029696,423.463430130218,0.16588277754641043,0.026194982097072605
4391.464884930042,73.05909130936726,57.96076327287003,1635.151673735942,1557.5243956842944,865.8181547476637,0.814511900482681,0.05631046490582378
4845.2798878250405,193.69749987599496,47.47809664978533,3400.397438925612,3377.001497081219,348.10633355000573,1.4137935830411377,0.06212960144997544
3100.1982491619774,50.799196795303104,14.083060048532525,761.6585148948953,558.343354258172,329.82397135709573,0.3406659630823435,0.039752931945239246
3644.462920249994,169.80571400347915,14.645829396128432,2595.358183546604,1794.5716637257685,825.8981497425431,1.5189793337522148,0.046731878029028714
4451.607250600635,148.16972826384938,17.63027398213769,2281.3510197818764,2270.972364069545,317.6412567917821,1.2202269921487878,0.05708165280329938
3548.9656030224537,135.77703668051691,13.009963919622574,2072.7076850046087,1863.578686817831,447.9842600267033,1.2178583520402997,0.04550734396778747
4642.528567472048,202.18758072278638,50.444467847911554,3572.390262392553,1019.8914081975223,998.1332298773835,2.1025044067033245,0.05952978079593221
3130.6912653606505,57.2706695328705,43.92444380921005,1296.3633304409445,139.95410018971475,577.436175028603,0.7045972201010445,0.040143934939347314
2749.7693383823885,130.75467579376985,15.811375064282382,2108.302653517308,148.88831627179516,437.27147903692486,1.4189301911839944,0.035259484906608435
3628.494963101452,48.711278007564225,13.735345036760362,664.5820811685393,622.3699356482164,473.199928920309,0.22787501829264353,0.046527125602630795
2812.4481492650657,59.1437426292853,25.001315281062137,1050.0336184255398,931.517125348727,681.0881227597845,0.5688816717401748,0.0360631968963501
2521.666515996245,58.62255682192527,8.19530664166033,820.3351234628016,727.0005567597361,556.8872586886044,0.44552155051728554,0.03233458938507704
4065.7568392285934,178.02219185891673,50.147253068975495,3259.3479104206217,1368.6770456336458,640.7761469291012,1.898765378486905,0.052134006262159124
2750.427324076913,104.07264185196185,35.20147123303416,1988.435664066339,131.98276579019952,276.9853069599269,1.2857578090654713,0.03526792206398779
4625.265640941316,49.79186724509347,61.62230232191163,1341.8894745531707,1485.322731070821,429.1603979354112,0.5714249151559923,0.05930842335734346
1848.4734530223823,90.78409163867255,19.71489385090965,1615.5343679294558,661.263194609926,179.82308774493512,1.0796719042816325,0.023702432384910654
4842.890728615416,131.21731714879357,65.8190700594229,2659.422068522072,1873.157612682148,841.547098379084,1.407898498655952,0.06209896596287644
3413.7522763842267,120.79449458142646,26.914452115142943,2057.5827591728516,1226.6869008388321,446.9139475099924,1.2444467174388383,0.04377354317830834
4993.7514698165105,170.82203806900378,32.59357825947243,2821.263803064414,1576.5626051600048,442.6471671888666,1.541210073157205,0.06403340895528718
4693.416020112962,184.29173315067914,24.805333095662373,2887.03413398687,2169.4772209906923,869.467584110458,1.4981658037574723,0.0601822956608276
3817.2650560124857,160.6236357971826,40.99904490714224,2862.56931861475,3074.4781385599927,451.6685102171195,1.4538547293770836,0.048947669082009024
2450.227759820393,58.66177262450988,9.091462519639355,873.5426549360852,740.0816472728591,250.81244800569465,0.4846915494094149,0.031418551188720126
3187.934793021746,67.20136939010783,29.945654763996203,1242.6318320417413,576.2860550898939,541.0404207253855,0.679682458007825,0.04087795188811247
4979.571666612293,200.5419447896096,45.56869989036902,3373.6370647040885,3574.1803351541676,1168.0696946879154,1.290983150854928,0.06385158550192367
3261.285084850713,106.45674138511751,40.843760493413164,2061.727551922337,1517.0067204439947,336.65817033526963,1.2249777381714264,0.04181850114493131
2954.050616967569,86.05454414667221,31.94885190225642,1623.5642093066185,1854.4241371378657,293.1484910484199,0.9486196830054014,0.03787892376587439
3444.9254649208874,83.66458793686041,13.31391054029816,1237.3524590830716,2668.2754950886606,493.7045441108732,0.6505226488068249,0.044173267822610995
3834.375980168578,83.55868148685566,49.45143256758179,1718.7558040732229,388.455294153536,895.9126073334937,0.9687104721340726,0.04916707743877497
2619.375113662745,71.92495582227868,16.823201737481057,1200.7660674433223,966.9120595591336,193.77026721317438,0.7052836530252732,0.033587478046165437
4221.843905528068,67.5653594860613,32.8098077273497,1180.40469949801,2569.813879084414,796.4932452045224,0.5233405025646337,0.0541354648868817
